time,size_red
-5.0,8.000904320347336
-4.999,8.00231121201567
-4.998,8.00237410673366
-4.997,8.000914385911154
-4.996,8.000174387266034
-4.995,8.000722952811284
-4.994,8.003632495816694
-4.993,8.00285806441958
-4.992,8.004145724329225
-4.991,8.003620834008142
-4.99,8.003797584017558
-4.989,8.006222218816381
-4.988,8.007445086946653
-4.987,8.005459008110268
-4.986,8.00454304807217
-4.985,8.006553002223276
-4.984,8.006780007091482
-4.983,8.004941862900095
-4.982,8.003631538988138
-4.981,8.004757128624476
-4.98,8.006348185074424
-4.979,8.006376753556795
-4.978,8.010337255638293
-4.977,8.011655899419823
-4.976,8.01126632970841
-4.975,8.00996120003145
-4.974,8.008401385144028
-4.973,8.008938059256797
-4.972,8.008156015984936
-4.971,8.010834005991308
-4.97,8.013180104875977
-4.969,8.014193011351972
-4.968,8.012306617475241
-4.967,8.011231067279159
-4.966,8.013240151320343
-4.965,8.012339245400671
-4.964,8.014134672174942
-4.963,8.014894038451798
-4.962,8.0149767870675
-4.961,8.013852254566803
-4.96,8.013701464417164
-4.959,8.014004901144963
-4.958,8.015656963382245
-4.957,8.01423978642123
-4.956,8.01381927947319
-4.955,8.013890996484282
-4.954,8.014951281856579
-4.953,8.013497738916541
-4.952,8.011391227247923
-4.951,8.012469571490659
-4.95,8.010040852906744
-4.949,8.012096820450363
-4.948,8.011847338694391
-4.947,8.009371288962752
-4.946,8.008602616611705
-4.945,8.009209214424617
-4.944,8.00835689268453
-4.943,8.008388940282648
-4.942,8.009573065667777
-4.941,8.009249561131156
-4.94,8.007750268848811
-4.939,8.007271894453016
-4.938,8.00953563867135
-4.937,8.012231741623884
-4.936,8.008999859745575
-4.935,8.010745504400283
-4.934,8.011145740745938
-4.933,8.012624113032532
-4.932,8.011743331816103
-4.931,8.0089141102009
-4.93,8.009849292262736
-4.929,8.008343728644684
-4.928,8.006122460754307
-4.927,8.00401301854235
-4.926,8.004974480594214
-4.925,8.005197604539863
-4.924,8.006449550174862
-4.923,8.007520070582055
-4.922,8.006846576878722
-4.921,8.006733819160518
-4.92,8.005915519114465
-4.919,8.005578994677881
-4.918,8.004031387097111
-4.917,8.004656161967311
-4.916,8.00637635516568
-4.915,8.005069774317967
-4.914,8.007119805750609
-4.913,8.007301440144975
-4.912,8.007687166507223
-4.911,8.004968079275852
-4.91,8.002076459580547
-4.909,8.002307045760993
-4.908,8.003570617160404
-4.907,8.002496408450574
-4.906,8.005168558691507
-4.905,8.006344456250313
-4.904,8.00489111024758
-4.903,8.004940468114865
-4.902,8.008903554728823
-4.901,8.006915452324343
-4.9,8.007760684226607
-4.899,8.00724429294225
-4.898,8.00837532700772
-4.897,8.010402964841829
-4.896,8.009784985499891
-4.895,8.011575245134622
-4.894,8.015129170565459
-4.893,8.015235210145208
-4.892,8.0164910320452
-4.891,8.015546326812874
-4.89,8.015577141707324
-4.889,8.015294461558991
-4.888,8.016569559040045
-4.887,8.018497040537255
-4.886,8.018321592778669
-4.885,8.02077538933184
-4.884,8.023223465238338
-4.883,8.024578431227427
-4.882,8.023752788776672
-4.881,8.022773862669888
-4.88,8.021474052502384
-4.879,8.022992718214764
-4.878,8.021053889082783
-4.877,8.02213682932936
-4.876,8.020407054372841
-4.875,8.021724728164589
-4.874,8.021752279496956
-4.873,8.023886101195933
-4.872,8.025712428521247
-4.871,8.02800853318045
-4.87,8.030345843129714
-4.869,8.030575652464094
-4.868,8.028721583557815
-4.867,8.027037546669819
-4.866,8.023698589022914
-4.865,8.021964723689429
-4.864,8.022074841541757
-4.8629999999999995,8.021179394852435
-4.862,8.02089117788538
-4.861,8.021679522556518
-4.86,8.021193018143613
-4.859,8.019398092062954
-4.858,8.019312918194851
-4.857,8.017875333416015
-4.856,8.017442075020847
-4.855,8.019590518163925
-4.854,8.019157709677371
-4.853,8.021991241762727
-4.852,8.024281859341828
-4.851,8.023354970848102
-4.85,8.021577172821836
-4.849,8.021493086162765
-4.848,8.023338410584198
-4.847,8.022554105134233
-4.846,8.024007049611452
-4.845,8.02594055359407
-4.844,8.02470211255349
-4.843,8.023620430812228
-4.842,8.024760690063632
-4.841,8.025003646143057
-4.84,8.02390594770059
-4.839,8.023342458983597
-4.838,8.023229627699234
-4.837,8.020725860619304
-4.836,8.021950889589677
-4.835,8.021184982087373
-4.834,8.016731036129297
-4.833,8.016692842580001
-4.832,8.015506328565772
-4.831,8.018208444073457
-4.83,8.017271732039985
-4.829,8.015515502658259
-4.828,8.016328194930198
-4.827,8.015271479141386
-4.826,8.014024349219383
-4.825,8.014839551431901
-4.824,8.013174803739279
-4.823,8.01084316588616
-4.822,8.01360476268951
-4.821,8.014531960669672
-4.82,8.01410922581368
-4.819,8.014103662278158
-4.818,8.014913045251143
-4.817,8.016470385170525
-4.816,8.01526082470442
-4.815,8.015846659145966
-4.814,8.015035932464029
-4.813,8.01473356247281
-4.812,8.014990671060753
-4.811,8.014979985343869
-4.81,8.016156892381153
-4.809,8.016936230875737
-4.808,8.014523160140742
-4.807,8.012350643009437
-4.806,8.011759096313822
-4.805,8.01468489673373
-4.804,8.013322349801726
-4.803,8.012989193466346
-4.802,8.012131039823217
-4.801,8.011244568808674
-4.8,8.011529752398923
-4.799,8.013770996040837
-4.798,8.014500545480645
-4.797,8.013214895942362
-4.796,8.017620063159647
-4.795,8.017745780313184
-4.794,8.016822226782972
-4.793,8.019081580982457
-4.792,8.018331067993747
-4.791,8.020991729841727
-4.79,8.01959870137618
-4.789,8.021886749998455
-4.788,8.022208426261306
-4.787,8.02427410983363
-4.786,8.027316934967551
-4.785,8.025504763302717
-4.784,8.027545998215931
-4.783,8.025291751968851
-4.782,8.023616257000453
-4.781,8.022330801864786
-4.78,8.02313662048267
-4.779,8.023189445885766
-4.778,8.022922028151106
-4.777,8.023156004597542
-4.776,8.024102067940412
-4.775,8.025171264938717
-4.774,8.0269219318757
-4.773,8.02983398757613
-4.772,8.029799807780224
-4.771,8.028966065440814
-4.77,8.02994772324751
-4.769,8.028116915541487
-4.768,8.027030988930107
-4.767,8.028629998444336
-4.766,8.028431393044627
-4.765,8.026498285111256
-4.764,8.024114600206671
-4.763,8.024192546893701
-4.762,8.026019581352848
-4.761,8.0278252545969
-4.76,8.028002663401528
-4.759,8.031216918472081
-4.758,8.031049205886577
-4.757,8.030827497689142
-4.756,8.026719600233559
-4.755,8.0260038195149
-4.754,8.027367043570754
-4.753,8.02986938170973
-4.752,8.028541006295862
-4.751,8.029280610022731
-4.75,8.030955616474449
-4.749,8.030973549519562
-4.748,8.027320300787517
-4.747,8.027715964786838
-4.746,8.028934253785334
-4.745,8.027418377153305
-4.744,8.027011729903906
-4.743,8.0251629362365
-4.742,8.02105070015877
-4.741,8.022693907217631
-4.74,8.022687909563547
-4.739,8.025244189558276
-4.7379999999999995,8.026615905065327
-4.737,8.026049169446662
-4.736,8.025916080390495
-4.735,8.026821964215728
-4.734,8.028368977682536
-4.733,8.028885250691724
-4.732,8.030654199724188
-4.731,8.030179529745508
-4.73,8.02858410007065
-4.729,8.028480405264952
-4.728,8.02880870109013
-4.727,8.026886244458547
-4.726,8.024747489123913
-4.725,8.02546330719827
-4.724,8.024813136236078
-4.723,8.024547790787018
-4.7219999999999995,8.023972282521898
-4.721,8.026405243964719
-4.72,8.028424061821351
-4.719,8.026444295917289
-4.718,8.02559182677636
-4.717,8.02695183360511
-4.716,8.027914931584476
-4.715,8.027848598844749
-4.714,8.026028438516805
-4.713,8.024936374442959
-4.712,8.024109546334884
-4.711,8.024552737264676
-4.71,8.027278700712191
-4.709,8.02617969233653
-4.708,8.024538035940441
-4.707,8.024364297577517
-4.706,8.02601507994634
-4.705,8.023700067199522
-4.704,8.026025881840923
-4.703,8.025750631661538
-4.702,8.024575719657836
-4.701,8.022015416799016
-4.7,8.02314585003649
-4.699,8.022871976124103
-4.698,8.02314510489651
-4.697,8.021703806110892
-4.696,8.02119325245609
-4.695,8.020414722461922
-4.694,8.020253773493318
-4.693,8.019182489771117
-4.692,8.016727800234017
-4.691,8.021093399826492
-4.69,8.018911953030752
-4.689,8.019202287441859
-4.688,8.01636704291638
-4.687,8.013171767017791
-4.686,8.013328289404756
-4.685,8.013607277545185
-4.684,8.015625675930469
-4.683,8.016264950876094
-4.682,8.0160252537261
-4.681,8.014505893335597
-4.68,8.01690431264477
-4.679,8.018390474638451
-4.678,8.016396347474053
-4.677,8.016457089439191
-4.676,8.016687573009634
-4.675,8.016134527159064
-4.674,8.017369487936355
-4.673,8.018700260957711
-4.672,8.018395483841225
-4.671,8.017946093047948
-4.67,8.020344426588215
-4.669,8.021836968815995
-4.668,8.02195274543985
-4.667,8.019346010977321
-4.666,8.019896411147409
-4.665,8.021013344691276
-4.664,8.016606110085839
-4.663,8.017009101203149
-4.662,8.016342394024274
-4.661,8.015989027176067
-4.66,8.014537217651647
-4.659,8.014300114787
-4.658,8.01652730130889
-4.657,8.015813063710786
-4.656,8.017357981404855
-4.655,8.016067851454647
-4.654,8.017281861362898
-4.653,8.017284510731892
-4.652,8.017847750457955
-4.651,8.017859195667711
-4.65,8.018885796039617
-4.649,8.014777659850923
-4.648,8.01250593934939
-4.647,8.013173268146206
-4.646,8.00990360677997
-4.645,8.009054678210935
-4.644,8.008967732865278
-4.643,8.007642708645097
-4.642,8.006536210400787
-4.641,8.006970741921032
-4.64,8.00858561385028
-4.639,8.00705209484027
-4.638,8.006132001726373
-4.6370000000000005,8.00496198416905
-4.636,8.001087776566045
-4.635,8.001314515430552
-4.634,8.00281006382388
-4.633,8.004436692955585
-4.632,8.00304346675328
-4.631,8.001040749875648
-4.63,8.001075318751793
-4.629,8.0024021566503
-4.628,8.002649917367597
-4.627,8.003112804784994
-4.626,8.004939734269373
-4.625,8.003757115774603
-4.624,8.003405163635927
-4.623,8.006020532454745
-4.622,8.005705634657788
-4.621,8.003677895512242
-4.62,8.002606925758242
-4.619,8.001105837996286
-4.618,8.001677298133409
-4.617,8.000243782927667
-4.616,8.000677437732245
-4.615,7.999499733382581
-4.614,7.996102327721143
-4.6129999999999995,7.996592919380314
-4.612,7.996830461270789
-4.611,7.997658873775923
-4.61,7.996582094225258
-4.609,7.995334823064684
-4.608,7.9959771700382545
-4.607,7.998407601354304
-4.606,7.998425470169513
-4.605,7.9991048063231895
-4.604,7.998590266028108
-4.603,7.99612045719311
-4.602,7.997668344263757
-4.601,7.999121807046294
-4.6,8.000259045486576
-4.599,7.999967932785227
-4.598,8.00092322254481
-4.5969999999999995,8.002353241420629
-4.596,8.004945495316559
-4.595,8.006527137083996
-4.594,8.00662925104405
-4.593,8.004536045835371
-4.592,8.004785099111645
-4.591,8.005195622945005
-4.59,8.006330070585513
-4.589,8.00849629756043
-4.588,8.00834405674114
-4.587,8.011705636244841
-4.586,8.008890777012777
-4.585,8.009561724008716
-4.584,8.00828409138122
-4.583,8.005232536181717
-4.582,8.00490969717964
-4.581,8.002578220862166
-4.58,8.002319936225314
-4.579,8.002375567022264
-4.578,8.004165233277202
-4.577,8.001753097061581
-4.576,8.003206609326613
-4.575,8.003363538047061
-4.574,8.005009696692836
-4.573,8.004318894812787
-4.572,8.002187303473965
-4.571,8.00023930455202
-4.57,7.998172412626152
-4.569,7.998936915270825
-4.568,8.00129999050637
-4.567,8.00039606806372
-4.566,8.001402684540933
-4.565,7.998965177247916
-4.564,7.999253691246599
-4.563,8.000323391432739
-4.562,7.9980063917922966
-4.561,7.997680178241929
-4.56,7.998825645666706
-4.559,7.994131612631138
-4.558,7.996268337529861
-4.557,7.996834224531287
-4.556,7.997980988767634
-4.555,7.9973206379209225
-4.554,7.994564281950418
-4.553,7.995418782680526
-4.552,7.995286638159858
-4.551,7.99533802288855
-4.55,7.997078194064869
-4.549,7.998297496263048
-4.548,8.001371476130393
-4.547,8.00161764289659
-4.546,8.000511702996125
-4.545,8.00021023604107
-4.544,8.000875297437132
-4.543,8.00250066786752
-4.542,8.000153413545219
-4.541,8.000167073729505
-4.54,8.002742340380767
-4.539,8.002358006187164
-4.538,8.003847625154954
-4.537,8.004636613198498
-4.536,8.00616599016894
-4.535,8.004870373302378
-4.534,8.003581730630273
-4.533,8.00361416565767
-4.532,8.001162610798085
-4.531,8.000731025827506
-4.53,8.001135628479531
-4.529,8.003991045450652
-4.528,8.004635394553482
-4.527,8.005635760106879
-4.526,8.00749892146216
-4.525,8.005955469319927
-4.524,8.005691337060135
-4.523,8.00957199720702
-4.522,8.009445401651206
-4.521,8.011231690849257
-4.52,8.012773671452734
-4.519,8.010408689509713
-4.518,8.010905456352923
-4.517,8.011140252308453
-4.516,8.011668186368997
-4.515,8.01046160640133
-4.514,8.008674535182271
-4.513,8.007912919182239
-4.5120000000000005,8.007756447186903
-4.511,8.009652422303063
-4.51,8.012560119614625
-4.509,8.014794676168583
-4.508,8.016170972505833
-4.507,8.014564028086152
-4.506,8.01390979420617
-4.505,8.014245675890031
-4.504,8.013233773429109
-4.503,8.014157302473153
-4.502,8.01531008024636
-4.501,8.016168144346464
-4.5,8.017808359713758
-4.499,8.016361013771816
-4.498,8.017853539698363
-4.497,8.016740506978172
-4.496,8.015235009453942
-4.495,8.01608639526864
-4.494,8.01803179296816
-4.493,8.018812614546361
-4.492,8.018845900984397
-4.491,8.01934214710616
-4.49,8.019560430175067
-4.489,8.01775890874125
-4.4879999999999995,8.015770716509339
-4.487,8.01564459510218
-4.486,8.015772366039412
-4.485,8.015790497844801
-4.484,8.016872260426641
-4.483,8.016527497680777
-4.482,8.017428264371825
-4.481,8.017196925544102
-4.48,8.02011429988336
-4.479,8.020243441846123
-4.478,8.023988598024564
-4.477,8.024551816570309
-4.476,8.024209933097369
-4.475,8.022770816335353
-4.474,8.020462194616861
-4.473,8.018875886961826
-4.4719999999999995,8.017468516867165
-4.471,8.018100228899824
-4.47,8.017258364306128
-4.469,8.017557447590214
-4.468,8.019608612970018
-4.467,8.019468119607403
-4.466,8.02279477032495
-4.465,8.020913472756407
-4.464,8.020672539079007
-4.463,8.01980963840123
-4.462,8.021308048970921
-4.461,8.017724382362333
-4.46,8.01541539789965
-4.459,8.015243642983728
-4.458,8.017725847337344
-4.457,8.018087194271803
-4.4559999999999995,8.01592471834498
-4.455,8.014009251796676
-4.454,8.016686035321229
-4.453,8.015692219643153
-4.452,8.014183478247235
-4.451,8.016547274344243
-4.45,8.018165029553183
-4.449,8.02020352498241
-4.448,8.018683457973985
-4.447,8.016243288948361
-4.446,8.016456355331341
-4.445,8.01699255714426
-4.444,8.017575920030188
-4.443,8.019941014327209
-4.442,8.017166986983197
-4.441,8.018542499065273
-4.4399999999999995,8.016787898994638
-4.439,8.018157075508014
-4.438,8.01739714478078
-4.437,8.016094789907354
-4.436,8.015118945576237
-4.435,8.012805969254995
-4.434,8.012870655558729
-4.433,8.011634378133671
-4.432,8.012892455303112
-4.431,8.013916545032764
-4.43,8.01661759631741
-4.429,8.017203720291075
-4.428,8.018036804718403
-4.427,8.020276964417327
-4.426,8.019272704103685
-4.425,8.016891490963168
-4.4239999999999995,8.017211641457772
-4.423,8.01493542790703
-4.422,8.01886172978371
-4.421,8.021190527051036
-4.42,8.024652889184319
-4.4190000000000005,8.02475280434698
-4.418,8.025633722096904
-4.417,8.024898561405779
-4.416,8.026311241094717
-4.415,8.024366371955436
-4.414,8.020297422852275
-4.413,8.019032285861094
-4.412,8.016703528300106
-4.411,8.019068211077961
-4.41,8.02197329500609
-4.409,8.01972860849023
-4.408,8.021795353462263
-4.407,8.023317569435864
-4.406,8.020805926740314
-4.405,8.020181498690825
-4.404,8.019253236735425
-4.4030000000000005,8.020450029373228
-4.402,8.01848398241178
-4.401,8.018325786210724
-4.4,8.017228291004406
-4.399,8.017985636897823
-4.398,8.017638769647121
-4.397,8.016782376520815
-4.396,8.016441101999806
-4.395,8.019698770532349
-4.394,8.01903173111456
-4.393,8.017366122765305
-4.392,8.018299616475954
-4.391,8.018069977004878
-4.39,8.01580560271549
-4.389,8.019375996851814
-4.388,8.018812030538875
-4.3870000000000005,8.018207439412539
-4.386,8.01846317597559
-4.385,8.021231362806326
-4.384,8.018543770283895
-4.383,8.018985347642968
-4.382,8.022324983101838
-4.381,8.02253094899102
-4.38,8.020554414624137
-4.379,8.019564979659398
-4.378,8.01989599170701
-4.377,8.022025277972032
-4.376,8.021482340620967
-4.375,8.02280498349686
-4.374,8.020508393373584
-4.373,8.018198443982232
-4.372,8.017425962880337
-4.371,8.019726808835333
-4.37,8.019837008258555
-4.369,8.020300706171462
-4.368,8.02074563352438
-4.367,8.022520366296519
-4.366,8.021544013188457
-4.365,8.02264526936204
-4.364,8.02131585709987
-4.3629999999999995,8.024489093349343
-4.362,8.023208467582469
-4.361,8.021796644697543
-4.36,8.022676116399124
-4.359,8.022803777889415
-4.358,8.023326741739433
-4.357,8.023690443812221
-4.356,8.02194581629413
-4.355,8.024527190580656
-4.354,8.02595685811008
-4.353,8.028131178032107
-4.352,8.02728584860953
-4.351,8.027952286281073
-4.35,8.02826807582065
-4.349,8.030072880022571
-4.348,8.0319292770335
-4.3469999999999995,8.032238158318233
-4.346,8.029809436507282
-4.345,8.032656895526623
-4.344,8.033546475420527
-4.343,8.032572976154302
-4.342,8.03322344357553
-4.341,8.030805693898005
-4.34,8.032494258805958
-4.339,8.030140320015112
-4.338,8.029786984827851
-4.337,8.03017811194722
-4.336,8.031840255486392
-4.335,8.032010726968688
-4.334,8.033026667566467
-4.333,8.032981600512947
-4.332,8.032930102991436
-4.3309999999999995,8.033066866591994
-4.33,8.032764373918631
-4.329,8.0300658615297
-4.328,8.028836543939786
-4.327,8.029228183685564
-4.326,8.028829590079983
-4.325,8.028580295548492
-4.324,8.02806292967739
-4.323,8.026681172249019
-4.322,8.025892213111456
-4.321,8.025401282320434
-4.32,8.025409511345302
-4.319,8.026038916696454
-4.318,8.025750036231036
-4.317,8.024102587821929
-4.316,8.021865656558058
-4.3149999999999995,8.026021556089859
-4.314,8.024213852041436
-4.313,8.023384052039411
-4.312,8.024211252523434
-4.311,8.024788629498739
-4.31,8.025622014606839
-4.309,8.024913667295586
-4.308,8.02529536020861
-4.307,8.025393510071396
-4.306,8.02489409988333
-4.305,8.025286755470162
-4.304,8.026975340344965
-4.303,8.026939819987469
-4.302,8.026914944541637
-4.301,8.02862400219744
-4.3,8.03016217877315
-4.2989999999999995,8.03269647707869
-4.298,8.029886508703525
-4.297,8.031334699396595
-4.296,8.03229722746924
-4.295,8.030880183632833
-4.2940000000000005,8.031282724301631
-4.293,8.032964519098044
-4.292,8.031637864822068
-4.291,8.032345964708504
-4.29,8.033740130589674
-4.289,8.032026499289623
-4.288,8.031798842181711
-4.287,8.03228039158434
-4.286,8.03100658117547
-4.285,8.02959993605692
-4.284,8.02938386469394
-4.283,8.030666488240986
-4.282,8.031696462642893
-4.281,8.030318202276195
-4.28,8.03136167089238
-4.279,8.030024167250513
-4.2780000000000005,8.027447895573724
-4.277,8.026860465860048
-4.276,8.028657216854587
-4.275,8.029706753738012
-4.274,8.029704238846215
-4.273,8.029037510072468
-4.272,8.028413890654683
-4.271,8.02858794650406
-4.27,8.026878446526707
-4.269,8.026321474774385
-4.268,8.02597656363621
-4.267,8.023814844502688
-4.266,8.02247332730125
-4.265,8.023130138167629
-4.264,8.023145357111535
-4.263,8.022651338245625
-4.2620000000000005,8.021193054345565
-4.261,8.023716014066506
-4.26,8.022375247323021
-4.259,8.02277779581464
-4.258,8.021997205273722
-4.257,8.022055252141943
-4.256,8.022787427729048
-4.255,8.020595017186315
-4.254,8.020584431195669
-4.253,8.022489597034037
-4.252,8.025308000063625
-4.251,8.025099977706416
-4.25,8.025166667637963
-4.249,8.028704800483725
-4.248,8.030520679334284
-4.247,8.029533024023475
-4.246,8.028542650502057
-4.245,8.030073129640918
-4.244,8.028455470232844
-4.243,8.030195833034986
-4.242,8.030730712976988
-4.241,8.031559066199431
-4.24,8.031148292113864
-4.239,8.030140572427069
-4.2379999999999995,8.032479760956459
-4.237,8.032084981307573
-4.236,8.031427485185054
-4.235,8.031299265876447
-4.234,8.031608101288796
-4.233,8.029958781086044
-4.232,8.029054986695312
-4.231,8.028066135377065
-4.23,8.029418583864436
-4.229,8.028001043755635
-4.228,8.025191815183222
-4.227,8.022044463882573
-4.226,8.01969185566709
-4.225,8.021870316791647
-4.224,8.021896247350822
-4.223,8.022698245889714
-4.2219999999999995,8.023556626253109
-4.221,8.023646520522536
-4.22,8.023526870447894
-4.219,8.025198112735604
-4.218,8.025431706198503
-4.217,8.027670262165325
-4.216,8.028663590077787
-4.215,8.027675116040218
-4.214,8.026879701602027
-4.213,8.0257157579117
-4.212,8.027663834746821
-4.211,8.02701575322211
-4.21,8.025738196747229
-4.209,8.026249841613032
-4.208,8.026094374242836
-4.207,8.026565683862955
-4.2059999999999995,8.029589386109187
-4.205,8.031050299398672
-4.204,8.031093516285555
-4.203,8.028840038870825
-4.202,8.028040098875293
-4.201,8.029177772639365
-4.2,8.027304106975905
-4.199,8.030729659450033
-4.198,8.03075272595025
-4.197,8.030830883379387
-4.196,8.029764251070652
-4.195,8.030559031481495
-4.194,8.028706228591059
-4.193,8.032170056733621
-4.192,8.034277818821064
-4.191,8.03585269313338
-4.1899999999999995,8.033628006724117
-4.189,8.033956667956849
-4.188,8.035891206193671
-4.187,8.036840174832644
-4.186,8.03523680026523
-4.185,8.034196650256735
-4.184,8.033473552435925
-4.183,8.032508051900743
-4.182,8.034954098037879
-4.181,8.031880477015763
-4.18,8.032929947639216
-4.179,8.030862262239332
-4.178,8.02932425985941
-4.177,8.02610868647242
-4.176,8.025230199382566
-4.175,8.02764737002503
-4.1739999999999995,8.028071088812972
-4.173,8.026153710337773
-4.172,8.02778114661678
-4.171,8.02975123343849
-4.17,8.029917707808153
-4.169,8.033173306461197
-4.168,8.034487809060597
-4.167,8.035580053072264
-4.166,8.034294647140799
-4.165,8.035298484717792
-4.164,8.03564535076196
-4.163,8.036477077166234
-4.162,8.035381740175607
-4.161,8.035586698390581
-4.16,8.034279719990238
-4.159,8.030844308630293
-4.158,8.032441595940018
-4.157,8.030037773569314
-4.156,8.030209271912966
-4.155,8.030742075320084
-4.154,8.031264576145466
-4.1530000000000005,8.03081164962771
-4.152,8.031245587988156
-4.151,8.031999135299813
-4.15,8.033175079005016
-4.149,8.03594858514803
-4.148,8.036323295790428
-4.147,8.036425773942456
-4.146,8.034975007597897
-4.145,8.035672521716135
-4.144,8.036740334681161
-4.143,8.03643264958631
-4.142,8.037304029593004
-4.141,8.036836003683325
-4.14,8.037909591926667
-4.139,8.039369755629115
-4.138,8.040807560215883
-4.1370000000000005,8.040996111137709
-4.136,8.039332162095123
-4.135,8.038353101210895
-4.134,8.039305352929112
-4.133,8.043223452618296
-4.132,8.042678299383844
-4.131,8.043407639669265
-4.13,8.042517955577297
-4.129,8.0409596083065
-4.128,8.039877502924776
-4.127,8.036545547762051
-4.126,8.038711043862705
-4.125,8.03514283545804
-4.124,8.034720710289399
-4.123,8.03283570565684
-4.122,8.03142069731226
-4.121,8.033623133567842
-4.12,8.033944840751893
-4.119,8.0324002068972
-4.118,8.031456979485206
